Substrates,Kinases
KAP2_92_104,PINK1 CLK4 IRE1 CLK1 ASK1 MSK1 S6K2 ALPHAK3 IRAK4 BUB1 MOK MAPKAPK5 S6K1 MSK2 BMPR1A AURA TRPM6 RSK2 SGK3 MEKK1 DYRK3 BRAF skMLCK CK2A2 HRI RSK3 MNK2 CLK2 ASK3 RSK4 DNAPK MAPKAPK2 CK2A1 YSK4 RSK1 TAK1 CAMK1A PERK PKG2 ASK2 MAPKAPK3 CHK2 STLK3 CAMK2B IRE2 caMLCK TLK1 PAK1 SBK MST2 SRPK2 CAMK1D MYLK4 CLK3 NEK11 PKACA PAK3 DAPK1 TSSK4 NUAK2 SSTK PAK2
KAP3_107_119,PKACA ERK7 MSK1 MYO3B CLK1 CLK4 BUB1 MSK2 SBK CLK2 MLK3 MAPKAPK5 LOK RSK2 IRAK4 PKR RSK4 RSK3 MYO3A PKACB DYRK3 LRRK2 RSK1 MNK2 MST3 MAPKAPK3 PRKX PKG2 caMLCK skMLCK NEK8 MAPKAPK2 IRE1 SGK3 smMLCK MRCKB CAMK2B ROCK1 IRE2 PKCI MYLK4 PKCT MLK1 PKCE YSK1 CAMK2A SLK SGK1 CAMK2D PAK2 PKCH S6K2 PAK1 CAMK1D HIPK3 DYRK4 MLK2 PAK3 AKT1 PKCZ
KAPCG_192_206,P38B JNK1 DYRK4 P38A JNK2 WNK1 DYRK1B S6K2 CDK9 S6K1 JNK3 DCAMKL1 CDK13 P38D DYRK2 AKT2 CDK7 CDK12 CDK16 TAO3 TAO1 MOK DCAMKL2 MST3 CDK5 ERK2 AKT3 KHS1 DMPK1 PINK1 PIM2 DYRK3 RIPK3 RSK1 KHS2 NDR1 MST4 CHK2 CITRON NIK SGK3 TAO2 RSK4 ROCK2 LOK ROCK1 PASK DAPK1 RSK3 MRCKB RSK2 DAPK3 MSK1
KCC1A_170_182,CK1D PAK6 CDK16 CK1G1 SMG1 P38D CAMKK2 CK1E P38G CK1A PAK4 CDK6 PAK5 CDK3 PKD1 P38A CK1G2 PAK3 CDK14 CK1A2 MLK2 CDK5 MTOR DYRK4 NEK9 DYRK1B CK1G3 PAK1 JNK1 TBK1 JNK2 PERK DSTYK HIPK1 PKR COT TSSK2 CDK17
KCC2G_278_289,WNK4 CAMK2B IRE1 CAMK2A SBK WNK1 CAMK2D NUAK2 CAMK1D IRE2 PKN1 MAPKAPK2 ULK1 TSSK3 PHKG2 MAPKAPK3 AMPKA2 smMLCK WNK3 PASK WNK2 ULK2 ALPHAK3 NEK2 CAMK1A BRSK2 CAMK1B TBK1 CHK1 TTBK2 DAPK3 CK1G1 DLK MSK1 PKCI caMLCK PKN2 DAPK1 IRAK4 SRPK3 MELK YANK2 ALK1 TSSK2 AMPKA1 ALK2 RAF1 PKCT PIM1
KCNA1_438_450,MOS KHS1 SBK NEK6 PKD3 HPK1 GCK KHS2 ERK7 CDC7 DSTYK ACVR2B COT RSK1 MSK2 ACVR2A GCN2 ALK1 BMPR1B AKT2 MSK1 S6K1 HGK NEK2 SMG1 BMPR2 TNIK PAK2 SGK3 PKG1 ALPHAK3 SGK1 TAO2 MLK1 RSK2 MYLK4 DCAMKL1 MAPKAPK3 PINK1 CDKL2 MINK HIPK3 PKACG ALK4 TSSK3 RSK3 PDHK4 DAPK1 PKN1 skMLCK DYRK3 BMPR1A GRK4 AKT1 PKG2 PKACA RIPK1 MELK CHK2 TLK2 PAK3 NEK9
KCNA2_442_454,TRPM6 ASK3 ASK1 MLK1 MELK SGK1 PINK1 KHS1 NEK11 AMPKA2 IKKE NEK6 ASK2 HPK1 AMPKA1 DCAMKL1 MEKK1 SMG1 NEK7 ZAK NUAK1 SIK TAO1 BUB1 NUAK2 HGK MSK2 NEK2 KHS2 CDKL2 MEKK2 MINK CAMK1G DCAMKL2 MEK5 CHK1 GCK WNK4 CAMK1D ALPHAK3 WNK1 RSK4 DYRK1A TSSK1 TNIK AKT3 CAMK1B PKD2 CDKL1 EEF2K SGK3 TSSK4 RSK3 TAO2
KCNA3_461_473,SMG1 KHS1 ERK7 KHS2 HPK1 TNIK NEK4 MINK GCK GCN2 HGK MST1 NUAK1 AMPKA2 MELK MYO3A DCAMKL1 CAMK1D PKD3 TSSK3 ATM NEK1 MLK2 DNAPK TTK SIK SBK AMPKA1 CAMK1A CAMK1G NEK9 TAO3 CHK2 NUAK2 DCAMKL2 SGK3 ASK1 QIK OSR1 AKT1 TAO2 AKT2 ASK3 YSK4 MRCKA MYLK4 ASK2 SGK1 DAPK1 IKKE CLK1 NEK7 PKN1 PKD2 PIM3 skMLCK HIPK4 MYO3B
KCNA6_504_516,SGK1 P38D MSK1 JNK1 RSK4 JNK3 PKACB JNK2 PKACA CDK6 RSK2 P38G CITRON P38B S6K1 CDK5 RSK1 CDK4 RSK3 CDK3 AKT3 MSK2 P38A PRKX ERK2 CLK2 ERK1 AKT1 CDK16 AURA CDK1 AKT2 DYRK3 CDK17 CLK4 CDK10 CDK13 PASK CDK12 SGK3 CDK18 S6K2 ERK7 MRCKA CDK9 PAK2 CDK2 DYRK1A PKD2 NLK PKD3 PKACG PIM2 CDK7
KCNB1_489_501,TGFBR1 COT SBK BUB1 MAPKAPK2 GRK5 CK1A IKKB MAPKAPK3 ALK7 LOK NEK2 ACVR2B SLK TSSK3 LKB1 CK1G1 TBK1 ERK7 RSK2 IKKE CDKL2 RSK1 PKCB GCN2 BMPR2 RSK3 DSTYK CAMK1A CK1G2 CAMK1G PIM1 CK2A1 CAMKK2 MLK3 CDC7 MST3 IKKA PLK1 MYLK4 PIM3 NEK4 PKCZ WNK2 CHK1 CDKL1 CK2A2 DAPK2 HASPIN MRCKB RSK4 MSK2 MAPKAPK5 SGK1 NEK7 NEK6 MLK1 PIM2 PLK2 CK1G3 TLK2 GRK7 FAM20C CHK2 CDKL5
KIF11_919_931,AURC CDK1 MNK1 CDK5 MNK2 CDK6 PKCZ AURB CDK4 PAK4 PAK5 CDK13 PKG2 CDK12 PAK1 CDK16 PKACB NEK1 P38G PKACG CDK14 PRKX CDK9 HIPK2 P38A PKACA CDK2 PAK3 CK1G2 CDK17 PAK6 skMLCK PKCD MSK1 MOK PKCT NEK4 GSK3A PKCA ERK7 MPSK1 CDK10 PAK2 MEKK1 ALPHAK3 PKCB CLK2 CDK18 RSK4 SRPK3 MRCKA HGK AKT1 CDK15 MYLK4 NLK CLK3
KIF2C_105_118_S106G,PRP4 PINK1 CDKL5 CDKL1 CDK15 MAPKAPK2 HIPK3 IRAK4 RSK3 RSK1 CLK1 RIPK1 CDKL2 TBK1 SGK3 DYRK3 CDK14 CAMK2D WNK3 ROCK1 smMLCK HASPIN PAK3 WNK1 IKKE SRPK1 caMLCK skMLCK MOK MRCKB WNK4 MYLK4 S6K1 SGK1 SSTK WNK2 NUAK2 SRPK3 AKT1 PKD3 YANK3 AURA CAMK1A AURB MELK DAPK2 IRE1 ERK7 PKCI RSK2 AKT2 TTBK2 PIM2 DAPK1 NIK CAMK1B HIPK1 CLK3 PAK1
KPB1_1011_1023,AURA TLK1 MSK1 CDKL5 CK2A2 PKACA CK1E PKG1 CK2A1 MSK2 DNAPK PAK5 FAM20C PKACB PAK4 AKT1 CLK4 SGK1 MYLK4 DSTYK SGK3 CLK1 CK1A PAK6 PKG2 MRCKB AURB RSK4 caMLCK PAK3 PKACG RSK2 NEK6 PRKX AKT2 CK1A2 PAK1 PAK2 DAPK1 MAPKAPK5 NEK9 S6K2
KPCB_19_31_A25S,PKCE PKCG PKCA PKCB PKCT PKN1 PKCH PKCI AKT3 SGK3 AKT2 AKT1 PKN2 SGK1 PKCD MST4 PHKG2 CHK2 PKACA RSK3 PKCZ PRKX SBK MRCKB PHKG1 CLK1 MST3 RSK4 PKD3 PKACB SIK CDKL1 RSK2 QIK RSK1 PKG2 ROCK1 SRPK2 WNK1 CAMK1A PKACG CDKL2 MNK1 KHS2 WNK2 CDK10 NUAK2 HPK1 PKN3 CDKL5 S6K2 MRCKA PIM1
KPCB_626_639,SLK PERK MAPKAPK3 MEK1 HIPK3 LOK SBK HIPK4 DYRK3 SRPK3 PDK1 CHK2 STK33 MEK5 DYRK2 MYO3B MOK MLK2 CDKL1 SRPK1 SRPK2 CHK1 BUB1 PASK PIM2 AKT2 OSR1 TLK2 LRRK2 SGK1 DCAMKL2 NEK8 MAPKAPK2 CAMK1B MEK2 PINK1 NIK MYO3A TAK1 PKCI
LA_359_371,CK2A1 BUB1 CK2A2 TRPM6 CAMK2A TRPM7 LATS1 HASPIN CAMK2G IRAK4 LATS2 skMLCK CAMK2B STK33 NDR2 ROCK2 GRK6 SSTK GRK1 DCAMKL2 CAMK2D PKG2 MOS TSSK2 GRK5 PKCZ PRKX ROCK1 PIM1 PKR PIM3 LRRK2 CDC7 TSSK1 ALK7 PRP4 RSK2
LMNA_192_204,GRK6 CAMKK2 ALPHAK3 PKN3 YANK3 PASK GSK3A DLK TAK1 NEK8 PIM1 CAMKK1 YANK2 GRK7 IKKA PKCD DRAK1 CDKL1 GSK3B PDK1 RSK4 GCK SGK1 TAO3 CAMK2G IKKB NIK GRK5 GRK1 AKT1
LMNB1_16_28,AURA AURB AURC P38G PAK4 P38B PKN3 PAK6 ERK1 PAK5 P38A PAK3 PAK2 JNK2 P38D PKG2 PRPK CDK6 CDK4 NEK5 MYLK4 MEKK1 caMLCK MSK1 PAK1 JNK3 TRPM6 skMLCK CDK12 JNK1 MAK MNK2 CDK19 DAPK2 ERK2 PRP4 PASK PKACG PKG1 YANK2 MNK1 CDK8 CDK13 DYRK1A CDK14 CDK17 CDK16 CDK5 CDK1 RIPK3 CDK7 DYRK2 CDK18
MARCS_152_164,PKCE PKN1 PKCI PKCH PKCT PKCG PKCA CAMK4 PKG2 PKN2 PHKG2 DCAMKL2 PHKG1 SGK3 DRAK1 CAMK1G PKCD MST4 PKACG MNK1 PKCZ CAMK2D PKG1 CLK1 AKT1 AURB WNK1 MYLK4 CLK4 MELK AKT2 PIM2 WNK3 PKACB CAMK1D AURC PKCB CAMK1A DMPK1 PKACA S6K1 NEK7 PIM1 ULK3 AKT3 CDK10 CLK3 PAK6 AMPKA1 AMPKA2 SLK PDHK4
MARCS_160_172,PIM2 PKCT PKN1 PKCA PKCH PKCI PHKG1 PKCE MST4 PINK1 PKN2 PKG2 NEK2 DRAK1 ULK3 PKCG CK1A2 DAPK2 AURB PKCD PKACG PKG1 MYLK4 caMLCK WNK1 IRAK4 MLK1 MST3 MNK1 ANKRD3 skMLCK PBK NEK11 WNK3 RIPK3 MASTL PKCB DCAMKL2 SGK3 PKD3 PKCZ MLK3 CAMK1G
MBP_222_234,MAK ERK1 P38A P38B HIPK2 P38D CDK4 HIPK3 HASPIN P38G CDK5 CDK18 CDK14 MOK CDK19 CDK6 HIPK1 ERK2 JNK2
MBP_225_237,NDR2 ATR JNK2 HIPK2 PKN3 RSK4 PIM3 HIPK4 ERK1 P38B P38D LATS1 MAK CDK19 JNK3 P38A JNK1 TSSK3 DNAPK P38G HIPK1 DYRK1B NLK HIPK3 CDK18 CDK16 IRE2 PKCA MOK CDK8 CDK14 CDK4 DYRK4 ERK2 ICK MLK2 CDK6 RSK1 CDK7 CDK17 TSSK4 CDK10 DYRK2 LATS2 GSK3A DYRK1A
MK10_214_226,P38D P38B RIPK3 MARK2 P38A DCAMKL2 DRAK1 MARK4 JNK2 TSSK1 ERK2 TBK1 QIK CDK6 PLK1 JNK1 WNK4 CDK9 MELK NLK DCAMKL1 ERK1 PLK4 CDK12 PKN1 MARK1 PINK1 MASTL PKN3 SIK CDK5 ERK5 ANKRD3 CDK4 TTBK1 PKR QSK PDHK4 AMPKA1 CDK8 ERK7 PHKG1 HIPK3
MP2K1_281_293,ICK MOK DYRK1A DYRK4 DYRK1B HIPK2 DYRK2 JNK2 P38G CDK10 HIPK1 CDK4 DYRK3 HIPK4 MAK HIPK3 CDK14 CDK6 P38A CDK1 ERK1 PINK1 CDKL2 JNK1 CDK12 CDK18 P38B JNK3 CDK5 SRPK1 CDKL5 CLK2 CDK7 P38D CDK3 CDK13 CDK17 CDK16 PRP4 CDKL1 HASPIN ERK2
MP2K1_287_299,MAK GRK1 MOK ICK CDK10 HIPK2 CDK4 DYRK1A HIPK3 CDK12 HIPK1 MAPKAPK2 HIPK4 CDK6 CDKL5 PKD1 SRPK1 CLK2 CDKL2 CDK1 IKKB JNK2 CDKL1 MAPKAPK3 P38G DYRK1B PKD3 ERK1 SRPK3 P38A DYRK2 DYRK3 CDK14 SRPK2 CDK9 MSK1 CDK5 COT CDK13 MYLK4 CDK7 DYRK4 CDK3 JNK3 P38B ERK5 RSK2 JNK1 NDR2 NLK CDK18 RSK4 CDK17 TSSK1 ERK2 AKT2 CDK15 YANK3 CDK16 PKD2 PBK RIPK3 RSK3 PAK5 CDK19 P38D
MPH6_140_152,PRP4 P38G CDK1 CDK3 CDK2
MPIP3_208_220,IRE1 SBK CDK14 CDK17 PKD1 MAPKAPK2 JNK2 CAMK2A ICK CDK12 CHK1 WNK4 CDK16 MAPKAPK3 CDK15 IRAK1 CDK6 CDK9 PKN3 WNK3 CDK4 PKD2 CDK7 CAMK2B IRAK4 CDK18 CAMK2D PINK1 RIPK3 ERK1 MAK CDK5 WNK2 ERK2 RSK1 CDK10 PBK CDK19 AMPKA2 WNK1 CDK13 IRE2 RSK2 RIPK1 SIK CDKL5 NLK LATS2 HIPK3 LATS1 MOK BRSK1 AMPKA1 MSK2 CHK2 MSK1 MPSK1 PIM2 QSK
MYBB_513_525,P38B P38D ERK1 P38G P38A ERK2 SRPK3 CDK8 CDK1 JNK2 CDK19 HIPK2 JNK3 CDK6 CDK17 SRPK2 CDK4 CDK10 JNK1 DYRK1B CDK18 DYRK4 DYRK2 DYRK1A CDK16 HIPK1 CDK14
MYC_51_63,P38B MAK ERK1 CDK7 JNK1 P38G P38D JNK2 P38A CDK17 ERK2 CDK18 CDK19 JNK3 CDK16 CDK14
MYPC3_268_280,ERK5 IRE1 SGK3 PINK1 PAK1 IRE2 RSK3 PAK6 PRKX RSK2 DAPK1 PKG2 ROCK2 MRCKB RSK4 PKD2 SBK AURB CLK1 CLK4 PAK3 AKT2 SRPK1 ERK7 SRPK3 PKD1 caMLCK DAPK2 SGK1 PKD3 CLK3 S6K2 RSK1 MNK2 S6K1 AKT1 SRPK2 PIM2 skMLCK PAK2 DYRK3 PKG1 PKACG AURC DAPK3 MLK1 CLK2 PKCI PHKG2 MSK1 CAMK2D PKCE MYLK4 MAPKAPK3 PAK5 CDKL2 BMPR2 HIPK3 MAPKAPK5
NCF1_296_308,PKACB AURC PKG2 PKCA AKT1 PKCT PKCZ PKCG PKCE AKT3 PKCH PKCD PRKX MNK2 AURB SGK3 PKACG PAK1 PKACA PAK3 PKCB RSK4 MNK1 CAMK1A AKT2 SGK1 CHK2 skMLCK CLK2 AURA PAK2 MRCKB MSK2 PAK4 PAK6 PKCI ROCK2 PAK5 CDK12 PKN3 MAK PKN2 WNK2 RSK3 MSK1 SRPK2 PKG1 CLK3 SIK CLK4 ROCK1 SRPK1 CLK1 YANK3 caMLCK RSK2 CDK4 MYLK4
NCF1_321_333,AKT3 MYLK4 AKT1 PKG1 skMLCK RSK3 PKN1 SIK SGK3 PKACA MSK2 AKT2 SGK1 smMLCK PKCE CAMK1A PKG2 CAMK1G PHKG1 PKCT QSK PHKG2 CLK4 PKCH PKCI RSK4 CLK1 MSK1 QIK ROCK1 PKCA S6K1 MRCKB PAK2 SNRK PAK3 PKACB PAK4 DYRK3 RSK1 PKACG PKD3 SBK AURB MAPKAPK5 caMLCK PAK5 S6K2 RSK2 PKCG PKCZ PAK1 NUAK1 AURA PKCD DAPK1 PKN2
NCF1_372_384,AURA PERK SRPK2 AURB caMLCK TTK CAMK4 SRPK3 CAMK1B MYLK4 MLK1 AURC ALK1 MLK3 ERK7 PKCB MST4 DAPK2 CLK3 CDC7 COT CK1A2 MLK4 HRI SRPK1 GRK6 DAPK1 PKCA MOS PKCE NEK6 TSSK2 MNK2 IRE1 skMLCK DSTYK ALK4
NEK2_172_184,P38G GRK1 P38D IKKA NEK5 JNK2 DCAMKL2 CDK4 IKKB P38A SMG1 NEK1 P38B VRK1 ERK2 CK2A1 CDK6 IKKE NEK2 CDK7 DCAMKL1 CDK5 CK2A2 CDK14 JNK3 CDK9 CDK17 PDHK4 JNK1 NEK9 ERK1 HIPK3 TBK1 CDK12 CDK16 CDK19 MLK3 SGK3 MLK2 NEK4 ASK3 PDHK1 MOK
NEK3_158_170,P38D VRK1 P38G NEK2 DYRK1B P38B JNK3 JNK2 JNK1 NEK9 CDK7 WNK4 CDK4 NEK1 CDK12 ALK4 P38A CDK9 ERK2 CDK5 NEK7 CDK8 BMPR2 ERK1
NFKB1_330_342,DAPK1 ALPHAK3 ALK7 MSK1 BMPR1B PKACA YANK2 TGFBR1 PRKX NEK7 CAMK1D CAMKK1 ACVR2A SGK1 ALK1 DAPK3 CAMK1A NEK6 MRCKA PKACB CAMKK2 ACVR2B RSK2 ALK4 BMPR1A ALK2 MYLK4 CK1G2 PLK1 AURB DSTYK GRK3 MSK2 TGFBR2 AURA GCN2 PKACG TLK1 PLK2 DAPK2 PLK3 SGK3 TLK2 skMLCK MEKK2 CAMK1G RSK4 PKR GRK4 CAMK1B SBK TSSK3
NMDZ1_890_902,ACVR2A PKACB ALPHAK3 ACVR2B CK1G2 RSK4 CLK4 skMLCK MSK2 AKT2 HRI PLK3 CAMK1D CLK2 MSK1 PKCE AKT1 CAMK1G MLK4 CDK6 SGK1 TSSK3 TLK1 ROCK2 CLK3 CITRON AKT3 COT GRK7 FAM20C ZAK VRK2 PERK ALK4 PKG2 PIM2 SGK3 NEK6 RSK1 SRPK2 PKCT NEK9 SBK MRCKB DAPK1 PKCG PASK BRAF PAK1 PKCD CLK1 YSK4 PKCI PKCH caMLCK GAK PKCB S6K2 MTOR TLK2 CHK2 GCN2 LKB1 PKN1
NR4A1_344_356,RSK4 PKD2 CLK3 PIM2 CLK2 PIM1 AKT2 RSK2 SRPK2 AKT3 SRPK1 RSK1 RSK3 S6K1 PKD3 AKT1 PIM3 PRKX S6K2 MAPKAPK2 CITRON BUB1 SGK1 CLK4 CLK1 PKD1 SRPK3 CDKL1 HIPK4 TRPM6 PKACB PKCE HIPK1 MOK MAPKAPK3 PKCD PASK CHK2 AMPKA2
NTRK3_824_836,PRP4 P38A P38G P38B P38D JNK2 CDK14 JNK3
P53_308_323,CDK16 PKD1 COT CDK18 CHK1 CDK17 MAPKAPK2 CDK1 NEK1 MLK2 PKD2 KIS TRPM6 CDK14 PASK CDK15 PKN3 CDK6 MAPKAPK3 CDK3 TLK1 P38G ANKRD3 PLK1 LKB1 CDK4 ERK2 NEK4 DLK NEK9 CDK19
PDE5A_95_107,CDC7 PKG2 CDK6 IRE2 PKG1 CDK5 MLK3 RSK2 CDK10 IRAK4 CK2A1 CDK4 TSSK2 CAMK1D CDK3 CK1D CAMK1A CDK1 CDK16 PKR CK2A2 CDK14 GRK1 CDK12 SSTK GRK5 MAK PKACA CDK13 CAMK1B NIM1 PKD3 CLK2 SGK3 MOK CDK2 S6K2 P38G IRE1 GRK3 SRPK3 MEKK1 CDK15 PKCZ PRPK TSSK1 SRPK2 GRK2 CDK17 RIPK3 MARK3 RSK1 CDK9 MLK1 caMLCK PRP4 P38A CK1E MAPKAPK2 SRPK1 PKCD
PLEK_106_118,PKCI PKCE PKCT PKCH MOK PKG2 MRCKB PKCG PKCA SGK3 ROCK1 PKCB WNK1 PKCZ MYLK4 AKT1 skMLCK PKCD PKN1 PKN2 PAK6 AKT3 WNK2 ROCK2 CLK3 SBK PIM2 PKACA PAK5 SGK1 AKT2 PKACG PKG1 MRCKA RSK3 CLK2 smMLCK CDK10 AURB ERK7 DMPK1 WNK3 CLK1 HIPK3 MNK1 PKACB IRAK4 PHKG2 CLK4 NUAK2 HIPK1 NEK2 CAMK1G RSK2 MST4 WNK4 S6K2 CDK6 RSK4 AURC
PLM_76_88,PLK2 CK1G2 ALK4 ACVR2A TGFBR1 ALK1 COT CDK4 ALK7 CAMK1A PLK3 DYRK3 ACVR2B PKG2 TRPM6 ALK2 AURB GRK2 PKN1 CDK6 CLK1 ERK7 PKG1 AURA MLK1 PLK1 MYLK4 SGK3 BMPR1B MLK3 MRCKB PKCI CAMK1D TTK HIPK3 BMPR1A AKT2 PKCE CLK4 DYRK1A CLK3 MEKK1 MLK4 PKCT AKT3 SBK PRP4 PKD3 smMLCK WNK3 CDKL2 AKT1 NEK9 SRPK3 BMPR2 PKCH DYRK4 EEF2K PHKG2 PKN2 PAK2 RSK3 WNK1 caMLCK PAK3 DSTYK
PP2AB_297_309,MLK4 DYRK1B MLK3 DYRK3 ERK7 DYRK4 MLK2 HIPK3 PKR HIPK1 MLK1 DYRK1A BUB1 CLK4 IRE2 HIPK2 ERK2 ANKRD3 DYRK2 NEK5 ICK PKCA CDK7 MYO3B CDK4 VRK1 CDK9 MYO3A P38A IRAK4 MAK NEK8 CDK14 MEKK2 CDK12 OSR1 CLK3
PPLA_9_21,IRE1 IRAK4 MSK1 CAMK2B SBK IRE2 DAPK1 CDK6 CAMK1D DYRK3 CDK4 TRPM7 MSK2 HIPK3 CDK10 caMLCK AKT1 ERK5 AKT2 MOK RSK1 CLK1 HIPK1 CDKL2 SRPK1 skMLCK MAK MRCKB MAPKAPK5 DYRK4 PINK1 AKT3 ALPHAK3 DYRK1A SGK1 CLK4 SGK3 BUB1 CAMK1B DAPK2 SRPK3 AURC MAPKAPK3 GRK7 CDKL5 MST4 DYRK2 PAK1 WNK1 NUAK2 DYRK1B MYLK4 CLK3 TRPM6 HASPIN EEF2K PKG2 YANK3 RSK4 CDKL1 WNK4 MNK2
PPR1A_28_40,HIPK1 DYRK3 TBK1 DYRK1B MOK CLK2 MAK HIPK3 DYRK4 DYRK1A ICK HIPK2 SGK1 CLK4 MST1 DYRK2 EEF2K SBK CLK1 IRAK4 CLK3 PIM2 CDK10 NEK4 ROCK2 AKT2 MINK SRPK2 HGK HIPK4 TNIK NEK11 AKT3 TAO3 RSK4 CDKL2 SRPK3 NEK1 AKT1 IKKE RSK2 RAF1 PASK RSK1 DAPK1 LKB1 S6K2 DNAPK SRPK1 YSK4 CDK14 PRPK S6K1 SGK3 PKACA
PRGR_786_798,IKKA IKKB DCAMKL1 DNAPK PHKG1 GRK1 SLK GRK5 NUAK1 RAF1 PDHK1 BCKDK CAMK1A YSK4 CAMK4 AMPKA2 GRK6 ALK7 SSTK PDHK4 AMPKA1 CAMK1D CK1G2 NUAK2 GRK4 PKG2 CHK2 TAO3 TGFBR2 NEK2 WNK2 MELK DCAMKL2 CAMK2G ALK1 PLK3 IRE2 CAMK1B RSK4 ALK4 BRSK1 TBK1 RSK3 PAK2 SIK CAMK1G PLK1 HUNK S6K1 TSSK4
PTK6_436_448,FAM20C PDHK4 MTOR ALK4 SGK3 EEF2K PKD3 MAPKAPK5 TSSK2 MARK2 MNK2 CAMK4 PDHK1 RSK3 VRK2 CAMK1A CHK2 MARK1 MSK1 IKKA CAMK1D YANK3 DCAMKL1 IKKB RSK1 CDKL2 DSTYK PASK MARK4 PAK2 AURC DCAMKL2 BUB1 CDKL1 MYLK4 SMG1 CAMK1B MSK2 AKT1 RSK4 CAMK2D RSK2 PIM2 GRK6 TTBK2 NUAK1 DAPK1 TTBK1 S6K2 YSK4 CK1A2 caMLCK
PTN12_32_44,CHK2 AKT2 PKCE PKCI AKT3 CLK3 PKD3 S6K1 CDKL2 RSK2 RSK1 RSK4 SGK1 MRCKB PAK5 ROCK1 PKN1 PIM2 PKCT SRPK3 MYLK4 RSK3 CDKL1 AURA DCAMKL2 SRPK2 MARK3 MRCKA DMPK1 PKACB DCAMKL1 CDKL5 PKCH CLK4 MNK1 CLK1 MOK CAMK1G MELK ICK CAMK1A CAMK1D PHKG2 IRAK4 PKCZ AURC smMLCK AKT1 PKN2 caMLCK YSK4 NIK STK33 HIPK3 HASPIN
PYGL_8_20,PHKG2 MRCKB PHKG1 PIM2 CHK2 RSK2 SGK1 S6K1 SGK3 ROCK1 PKCE PKN1 S6K2 MRCKA ROCK2 MAPKAPK5 PKG2 RSK3 MAPKAPK3 PKCH PKN2 PKCI WNK1 CAMK1A PKD3 AKT1 PIM1 RSK1 PKCA MYLK4 CLK1 CAMK1G NUAK2 PKCT PKCD CDKL2 AKT2 AKT3 PKCG RSK4 MST4 skMLCK CDKL5 HIPK3 DMPK1 CAMK1D WNK2 PKG1 PKCB
RAB1A_187_199,SSTK PAK6 CDK3 AMPKA1 CDK5 AMPKA2 CDK6 MNK2 IKKA CDK4 TSSK1 CDK1 MARK3 MRCKA CDK2 TSSK3 CDK14 QSK CDK10 TSSK4 AAK1 WNK1 CLK1 NUAK1 DCAMKL1 SIK MRCKB MST3 IRAK4 NUAK2 BIKE QIK HUNK TSSK2 IRE1 CLK3 MELK
RADI_559_569,SLK KHS2 LOK TAO3 HPK1 TAO1 GCK MST1 KHS1 MST3 TAO2 ROCK2 MYO3A PKCI MINK ROCK1 MRCKA YSK1 YSK4 TNIK MRCKB LRRK2 WNK2 HGK QIK MST4 PKCZ SIK MARK1 ANKRD3 TAK1 PKCD MARK3 PIM2 NIK QSK PKR MARK2 PKN2 NEK8 MYO3B
RAF1_252_264,CDK4 JNK2 ERK2 ERK7 CDK16 DYRK1B MAPKAPK2 JNK3 CDK6 ATR CDK10 MOK HIPK1 HIPK3 CDK5 CDK17 SBK NEK6 CDK15 CDK7 PIM1 CDK9 CDK14 SMG1 NLK CITRON ATM MAK DSTYK AKT2 DNAPK PKD1 AKT3 CDK3 AKT1 TSSK4 CHK2 DYRK3 PIM2 DCAMKL1 CAMK1A MELK PERK CAMK2A MSK1 PKACB S6K2 SGK1 CDKL1 RSK2 MAPKAPK3 PKD2 NEK7 AMPKA2 MSK2 ICK MARK3 CAMK1B PKACG SRPK2 PKD3 PHKG1 PINK1
RAP1B_172_184,TSSK3 PKACA PKG1 PKG2 PRKX SSTK PKACB PKACG TSSK4 AMPKA2 AMPKA1 SIK AKT3 AURC MRCKB SGK3 NDR1 QSK S6K2 MELK MRCKA skMLCK AKT2 TSSK1 SGK1 PKD3 BRSK1 BRSK2 MARK3 ROCK1 DCAMKL1 RSK4 MARK1 CAMK1D QIK MNK1 AURB AKT1 MYLK4 S6K1 CAMK1G CAMK1A MARK2 PKD2
RBL2_410_422,TTBK2 CLK4 P38D TRPM7 KIS BUB1 JNK1 TTBK1 CLK1 P38G PAK6 CLK2 P38B RIPK3 TSSK2 DYRK1B DYRK4 CDK1 JNK2 ALK7 JNK3 EEF2K ERK2 CK1E P38A MLK1 CDK17 CDK15 SSTK ERK1
RBL2_632_644,ERK7 JNK2 P38G P38D CDK14 JNK1 P38A ERK2 JNK3 P38B CDK17 DYRK4 ERK1 CDK19 CDK3 CDK8 CDK18 CDK6 CDK4 CDK16 CDK12 CDK5 KIS CDK1 MAK CDK9
RBL2_635_647,skMLCK ERK7 SGK1 MRCKB DAPK3 DAPK1 P38G ROCK1 DMPK1 JNK2 P38D ROCK2 caMLCK CDK12 ERK1 PKG2 JNK3 P38A P38B MRCKA CDK1 CDK14 JNK1 CDK6 AKT2 NLK CDK19 CDK17 AKT1 CDK5 CDK9 smMLCK CDK16 CDK4 CDK8 CDK13 CDK10 CLK4 CDK18 MYLK4 HIPK3 KIS AURB DYRK4 AKT3 MAK ERK2 DAPK2 CITRON ICK MTOR PKG1 HIPK1 CDK3 SGK3 CDK7 CHK2 DYRK2 DYRK3 CDK2 AURA
